dec24_list
new_catalog,,,,,,,,,,,,,,,,,,,,,,,,,
type,productId,name,mainImageUrl,lifestyleUrl,moreImages,video/s,category,collection,artist,artistName,color,colorStory,single/bundle,quantity,keywords,room,ribbon,bio,emotionalEnergy,scale,meaning,downloadLinkUrl,originalPrice,discount,newPrice
Product,9182732,Pinkie the Flamingo,1799ca_850a05ec67114f1daad006ddf0486081~mv2.jpg,1799ca_f69678868bbe4705a5437f214f473023~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182929,Ralph Lauren,1799ca_c2adb060941b4919964c4e8f6dbe5f44~mv2.jpg,1799ca_f66d853062724cfe96ab585cdd2c4680~mv2.jpg,,,Prints & Posters;Photography;Fashion,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182905,Lago Di Braies II,1799ca_f93ff3bb2fa0472abb14a4b4504c066a~mv2.jpg,1799ca_f63b228d43cf4e4c8f6f6ae1ef5ebff0~mv2.jpg,,,Photography,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182892,Blue Face,1799ca_f2f1b3421d7a495d806e596735dae5cb~mv2.jpg,1799ca_f3e12a2a4fbc4d0d89b9162cebd81dc4~mv2.jpg,,,Six New;Paintings;Blue;Prints & Posters;Bestsellers;Top 18,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182894,"Green Wheat Fields, Auvers",1799ca_bfebdec14ea44c2fafb8be0c38b278e5~mv2.png,1799ca_f3a7ca32ff574d7da0235a5d0595b442~mv2.jpg,,,Paintings;Famous Painters;Green;Prints & Posters;Vincent van Gogh,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182861,Danae By Gustav Klimt,1799ca_e6e4592a901b454a9d750c92dd475bf5~mv2.jpg,1799ca_f362c4dd429b4ff296baa2a8eca26ddd~mv2.jpg,,,Prints & Posters;Paintings;Famous Painters;Gustav Klimt,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182778,You are my sunshine II,1799ca_9c71af3d82194ddb9c24fabb64ab988b~mv2.jpg,1799ca_f2f897c516594eaf8593f20cc87e029b~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182864,Mont Sainte-Victoire,1799ca_ede79e95498540038b4b5e7f2481026d~mv2.jpg,1799ca_f29e59c141e947d9ae44b43d0171fda6~mv2.jpg,,,Paintings;Famous Painters;Prints & Posters;Paul Cézanne;Best Selling Famous Painters,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182927,White Leaves II,1799ca_f0af34148d2d4849bed6b6931872568d~mv2.jpg,1799ca_f257fcc0f9d142fbb6b29705e524ce5f~mv2.jpg,,,Paintings;Posters We Love;Prints & Posters;Boho;Beige,,,,,,,,,,,,,,,,19.95,55%,8.97
Product,9182750,Amalfi Coast Abstract,1799ca_ab0b400d088a4ab7820e9323f29820c2~mv2.jpg,1799ca_f2430e935330444d94d22c50f1d515a9~mv2.jpg,,,Paintings;Pink;Red;Illustrations;Prints & Posters;Abstract,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182733,Whispered Elegance,1799ca_e94e389c4fc544e7b974f2de73881bea~mv2.jpg,1799ca_f0dc1f79b9bd4a97babacf4910db5aff~mv2.jpg,,,Boho,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182743,Bauhaus 01,1799ca_4d37613ae8eb4df6922d123d8b802482~mv2.jpg,1799ca_f016a4275cec43ddb3889a0a78bd7535~mv2.jpg,,,Bauhaus,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182784,Brownish Moon,1799ca_4e204341f0034098b332d59d62641b3a~mv2.jpg,1799ca_ef15b7c13a0548a69e4ce69599c3f9f0~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182944,Abstract By Shillinger,1799ca_96ac6a9777be47ab8f48a3fa6b7bd721~mv2.jpg,1799ca_eeeb355709d5425e81891e3959b71375~mv2.jpg,,,Paintings;Famous Painters;Joseph Schillinger;Prints & Posters;Abstract,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182898,Flower Art I,1799ca_c8fd9cc9006f45fd93fdaa1df2e80e19~mv2.jpg,1799ca_ec9e3567eea2408195577c83376d91f1~mv2.jpg,,,Prints & Posters;Beige;Line Art,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182756,Make your mind a good place to be,1799ca_d074c25eb25c454db28c9c45901a3333~mv2.jpg,1799ca_eb2dea5c4115413c96d429bc6dc03331~mv2.jpg,,,Pop Art;Typography;Black;Prints & Posters,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182878,Virgin Forest With Sunset,1799ca_df8084e046cd42e98f4c422b23291245~mv2.jpg,1799ca_ea7e0e1e02a34e758a5fd34cb7764254~mv2.jpg,,,Prints & Posters;Paintings;Famous Painters;Henri Rousseau,,,,,,,,,,,,,,,,19.95,70%,5.98
Product,9182740,Nordic Tree,1799ca_cc1ff5b5431140ea8fff363eea672713~mv2.jpg,1799ca_ea1c0b2e4654491d98fe5509ea525108~mv2.jpg,,,Paintings;Prints & Posters;Featured Artists,,,,,,,,,,,,,,,,19.95,70%,5.98
Product,9182812,Whispered Elegance II,1799ca_ed830e8348d94c04aaa0f31c3c34d7f5~mv2.jpg,1799ca_e996af89c8774f579ca08043ac589c21~mv2.jpg,,,Prints & Posters;Paintings;New In;Boho,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182786,Brownish Rainbow,1799ca_8025b355f816477285598cb98a9c7b16~mv2.jpg,1799ca_e771f91317c243b1a20509ee171fdbbf~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182949,Vintage Palm Tree I,1799ca_e23cbe4649034365b08749ac316393e9~mv2.jpg,1799ca_e69e6156658045b9aeb50fec4bf4c762~mv2.jpg,,,Prints & Posters;Green;Paintings;Botanical,,,,,,,,,,,,,,,,19.95,50%,9.97
Product,9182782,Adam,1799ca_87ecc495701e41e28f64d9b83877a32d~mv2.jpg,1799ca_e669fa847a024410828fe6ab7889021b~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,70%,5.98
Product,9182753,Winter Branch II,1799ca_fabfeabd7b594bb7a771040063fa89ac~mv2.jpg,1799ca_e64a827bbcca48fd8f997fba75d28a66~mv2.jpg,,,Prints & Posters;Boho,,,,,,,,,,,,,,,,19.95,50%,9.97
Product,2039480,Bauhaus 10,1799ca_582094697c7c4bcfa14ad06839b29b08~mv2.jpg,1799ca_e21b49f515d94cff9092425356264a41~mv2.jpg,,,Bauhaus,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182844,Sweetbriar Rose,1799ca_ea85a0432cb746d7bb00ea029512dbd6~mv2.jpg,1799ca_e14d6335dcba4a2aac088bc7532cc624~mv2.jpg,,,Paintings;Famous Painters;Botanical;Prints & Posters;Joseph Redouté,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182783,Sunshine,1799ca_f25bd6d91c8c4b948ce7e3e03a30695d~mv2.jpg,1799ca_e0ad7ffbe5824864b14aff017b9e24df~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,55%,8.97
Product,9182733,Kids Flowers II,1799ca_e752e7f43dd140a19fee6f499d73f64c~mv2.jpg,1799ca_e06c2fc4366b45e4aa9cbc265ae18e66~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,55%,8.97
Product,9182779,To the moon...,1799ca_10cfe8237f5e4b92a79eb41f8219d47a~mv2.jpg,1799ca_df6e472e623445c2a2048ca89d33ca64~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182790,Abstract Lines,1799ca_3e924a37d17847149b30d11e3fbac04a~mv2.jpg,1799ca_df0fdde3fd0c45a88e442bcf2d2b7923~mv2.jpg,,,Bestsellers;Prints & Posters;Beige,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182938,Three Pears,1799ca_efd13a8044844e1d9da483b5f8586465~mv2.jpg,1799ca_de5ebb4aac6149e0938da2bf9177b737~mv2.jpg,,,Paintings;Famous Painters;Green;Prints & Posters;Paul Cézanne,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182798,Crowded Beach,1799ca_da54a8752d434c1d9c0189e1bf13340d~mv2.jpg,1799ca_dce772b6aa524547b90d889074d6e5d7~mv2.jpg,,,Nature;New In;Photography;Prints & Posters;Bestsellers;Top 18,,,,,,,,,,,,,,,,19.95,70%,5.98
Product,9182772,Llama,1799ca_949e43b6e61d42d3aa3024f71e0255e8~mv2.jpg,1799ca_db4619430f1f479da20e5e2e2de20800~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182763,Moet In The Bed,1799ca_c5e2afbef002406390d5e1fa4de3206a~mv2.jpg,1799ca_daef2da74e4c4df4b74f3bb0c5b3c06f~mv2.jpg,,,Black and White;Photography;Prints & Posters;Bestsellers,,,,,,,,,,,,,,,,19.95,70%,5.98
Product,3849203,Rocks Abstract 001,1799ca_e804f213a419450cb40a3e0ea8351e55~mv2.jpg,1799ca_da03b74e30504b959f4f1b57fee3e6f1~mv2.jpg,,,New Designs;Rocks Abstract;Abstract,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182771,Two Cats,1799ca_8d922ad873a445eab9c0bf04dc5b10b5~mv2.jpg,1799ca_d9d9288a584d49cb864c2a2d92a9ea98~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,55%,8.97
Product,9182740,Horse,1799ca_4fe6c603226c4a5289d9084af6923c4d~mv2.jpg,1799ca_d9af5193f74343dd878760f1ec0ef4a6~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182738,Pink Map,1799ca_79c54173067549eaaf3a6af4cd6ddb30~mv2.jpg,1799ca_d8afd32a3892428188e4999b48bb4ade~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182732,Bauhaus 09,1799ca_03213fdf4a254aaebcc06e6ff3ba731b~mv2.jpg,1799ca_d7e0a945d1fd4eaa97163cb9ba2429be~mv2.jpg,,,Bauhaus,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,2938476,Cause I'm too messy...,1799ca_df74a8aa7f6c431d859e1d264830ce51~mv2.jpg,1799ca_d7a16577dd534d7d9d4b7b1f1c6721e3~mv2.jpg,,,Typography,,,,,,,,,,,,,,,,19.95,55%,8.97
Product,9182810,Squares,1799ca_ded5e0e665d443979042a16aaa9de7bd~mv2.jpg,1799ca_d6a73c921c5545ec91dd0b2a5229a02c~mv2.jpg,,,Paintings;Illustrations;Prints & Posters;Abstract,,,,,,,,,,,,,,,,19.95,50%,9.97
Product,9182749,Red Chair,1799ca_c8d1e3828587417ea2faf21ede204b4b~mv2.jpg,1799ca_d658e5364a97478f9700cd67466ecd13~mv2.jpg,,,Pop Art;Paintings;Red;Featured Artists;Prints & Posters,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182898,Olive Orchard,1799ca_c4df1ef5cfea41b9a3d65584aba850f9~mv2.png,1799ca_d5ea1aa4132f4b86b72597aaf1b05a8a~mv2.png,,,Prints & Posters;Paintings;Famous Painters;Vincent van Gogh,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182804,Perfection,1799ca_dc73a5321b9c46359274c087398c0a76~mv2.jpg,1799ca_d5b35bbcc3b44545ad42b56b2d7860c5~mv2.jpg,,,Typography,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182883,The Large Cow,1799ca_1b6be96bb2b74c2a94b22d377f0161e3~mv2.jpg,1799ca_d4712ede3ada457ca7e7755f38461ee6~mv2.jpg,,,Famous Painters,,,,,Ernst Ludwig Kirchner,,,,,,,,,,,19.95,60%,7.98
Product,9182746,Bauhaus 21,1799ca_b36fac15147c4a98a1d8a8772e8728af~mv2.jpg,1799ca_d45bb4e1623c4d16b61de8633807d865~mv2.jpg,,,Bauhaus,,,,,,,,,,,,,,,,19.95,70%,5.98
Product,9182745,Lines of Moments,1799ca_e969fab3c8384733ac3c60a289169d4c~mv2.jpg,1799ca_d3f536f717774bd298d141af3e12d812~mv2.jpg,,,Paintings;Line Art;Featured Artists;Prints & Posters;Beige,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182877,The Ladies of Avignon II,1799ca_c752e1afe8064b049bb2ec83c3b6a59f~mv2.jpg,1799ca_d3edefe2eb264b7c8340a9d4c104d8ed~mv2.jpg,,,Paintings;Bedroom;Famous Painters;Pink;Red;Prints & Posters;Pablo Picasso;Bestsellers,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182740,Red Papiers Découpés II,1799ca_de8402786cab4c69adf8778d52e430ac~mv2.jpg,1799ca_d3b563080eb845aea12b38b271e14224~mv2.jpg,,,Prints & Posters;Henri Matisse;H. Matisse Collection,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182733,hi,1799ca_ee2b946a74a3432d8d488d50afcb58d1~mv2.jpg,1799ca_d35eeeb68a35465db20fdda5fa487f6e~mv2.jpg,,,Illustrations,,,,,,,,,,,,,,,,19.95,70%,5.98
Product,9182742,Color Mix,1799ca_0028b27c82fa45f4bfec8428dfe4f103~mv2.jpg,1799ca_d29c739bf04d4508a1d1789ccdc5eae4~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,50%,9.97
Product,9182810,Contrast Curves,1799ca_d5082dc6313b490e9fde0c207b40e2e9~mv2.jpg,1799ca_d22c941ec8854b37ad893af6d84fb09c~mv2.jpg,,,New Designs;Prints & Posters;Wabi Sabi Collection,,,,,,,,,,,,,,,,19.95,55%,8.97
Product,9182820,Two Goldfish,1799ca_defbd1703ea64757a266b6327fc5b998~mv2.jpg,1799ca_d13c83ae7b55479999550e4df14c248e~mv2.jpg,,,Paintings;Famous Painters;Prints & Posters;Ohara Koson,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182909,Lake Braies II,1799ca_f76928e2f85a46b8b1b7a4b10c76adfb~mv2.jpg,1799ca_ce1abdbb784d4bb6b5cfc70edef0a80b~mv2.jpg,,,Photography,,,,,,,,,,,,,,,,19.95,55%,8.97
Product,9182809,Vase,1799ca_c8196d92715d422eaa90052d63167afc~mv2.jpg,1799ca_cd2c6bec05774884816b45c41ad45a2a~mv2.jpg,,,Prints & Posters;Paintings;Pink,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182748,Bauhaus 18,1799ca_720d4a86ecc14508a6677bf718535ad3~mv2.jpg,1799ca_cc73d8e4c1184ef7a3c200e2c6d5fe95~mv2.jpg,,,Bauhaus,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182908,Larkspur,1799ca_d5243fd64d9740fda6c4e2d6c9d285a4~mv2.jpg,1799ca_ca8869210bde4bc7a5b27592cb4ebd4f~mv2.jpg,,,Famous Painters,,,,,William Morris,,,,,,,,,,,19.95,70%,5.98
Product,9182738,Bauhaus 05,1799ca_d55334f439f243ad972327ac243f5dff~mv2.jpg,1799ca_ca2de9a980a14eddb8c46d32f1e46639~mv2.jpg,,,Bauhaus,,,,,,,,,,,,,,,,19.95,70%,5.98
Product,9182768,Seaside 009,1799ca_f10f457bc2c1465d93241200a727ce33~mv2.jpg,1799ca_c9ec3d593ea444b09c047973e3ae00f5~mv2.jpg,,,New Designs;Vacay Mood;Photography,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182788,Two Nudes In A Room,1799ca_6890c0132d524037898fd4f4eeb94518~mv2.jpg,1799ca_c9bdbfff868f48529758ed80fca6524c~mv2.jpg,,,Famous Painters,,,,,Ernst Ludwig Kirchner,,,,,,,,,,,19.95,80%,3.99
Product,9182899,Olive Trees With The Alpilles,1799ca_e3558bbf03504789aa7511aeba15e838~mv2.png,1799ca_c9a016543a23474f8b339414bf9ee0ab~mv2.png,,,Prints & Posters;Paintings;Famous Painters;Vincent van Gogh,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182903,Trees By Lake Braies,1799ca_ffa72e6a4a3d4fba8ec11f63cccbf484~mv2.jpg,1799ca_c947dcf851694f54bddebf99fdcdd165~mv2.jpg,,,Photography,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182777,Week Days,1799ca_86f22ce4538840c3b4fe8ebee66faa70~mv2.jpg,1799ca_c8add5c4c8a74d589d24f34bc361769e~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182778,Baby Giraffe,1799ca_1f49f7d4cbb840abb461a16e22767736~mv2.jpg,1799ca_c814d17d1a2d4584b49e20d8e13b0954~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,50%,9.97
Product,9182744,Dog,1799ca_c54ada9836424a619b90a6edb59c8832~mv2.jpg,1799ca_c704730ee27147faa0b35675dcfb2b7c~mv2.jpg,,,Children;Kids,,,,,,,,,,,,,,,,19.95,70%,5.98
Product,9182811,Perfection,1799ca_d54b2e9c2fef48dc910d5bbad27acf54~mv2.jpg,1799ca_c6c6056763af4f17b23b5188b5ba6648~mv2.jpg,,,Paintings;Typography;Blue;Prints & Posters;Bestsellers,,,,,,,,,,,,,,,,19.95,50%,9.97
Product,9182888,Temple of Flora,1799ca_e22ab256188c4658b8235e09eb0e08bb~mv2.jpg,1799ca_c46ea3f0c4034b099d656e57fae1c120~mv2.jpg,,,Illustrations,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182808,Yellow Flowers,1799ca_f666492b46714a4eaf52c29ac2e2ec9d~mv2.jpg,1799ca_c41977be1da544869999e3de15a37adc~mv2.jpg,,,Paintings;Green;Yellow;Prints & Posters;Kitchen,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182827,Love,1799ca_f17218952bdf49a18b28ef26a0cdfa63~mv2.jpg,1799ca_c304fd1b53fc487ebbff14bf11868e9f~mv2.jpg,,,Paintings;Pink;Typography;Children;Prints & Posters,,,,,,,,,,,,,,,,19.95,70%,5.98
Product,2039480,Red Watercolor,1799ca_cfb0e5f30ccf4151bb9ec554111a6da5~mv2.jpg,1799ca_c2887be34f51434eac7f9704f1c34600~mv2.jpg,,,Paintings;Prints & Posters,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182742,Bauhaus 02,1799ca_e5f18794f3074f22a75ec5b63b2fe1c3~mv2.jpg,1799ca_c2445e235e3149bc85d49e60121fafcf~mv2.jpg,,,Bauhaus,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182832,What If It All Works Out,1799ca_cf59c8585f0649c9bee3c70814d05982~mv2.jpg,1799ca_c1f5be3cb6804a33b2c16debed40b952~mv2.jpg,,,Typography,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,2039480,Free your mind,1799ca_e92192e576f54c55ab25c43d7340ccee~mv2.jpg,1799ca_c082fa600c1145dd9c7a0f7e8113bbd6~mv2.jpg,,,Prints & Posters;Aura,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182744,Hilma af Klint #003,1799ca_e69e2bf79af8472ba605f076be3fb106~mv2.jpg,1799ca_bfd03fe089e24687808025b402ef7de1~mv2.jpg,,,New Designs;Hilma af Klint Collection,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182757,Cheers,1799ca_bca2e5af95e84c33995caa9397b4ff64~mv2.jpg,1799ca_bef2feef67d84a2ab040a435f86b812d~mv2.jpg,,,Prints & Posters;Paintings;Blue,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182741,Bauhaus 03,1799ca_083188d1b3834a1b8ccc4ad27ae1055b~mv2.jpg,1799ca_bec680664a5643819b23001011f1fa3b~mv2.jpg,,,Bauhaus,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182748,Paired Silence,1799ca_f68a452c8c7845e79cec826739a35376~mv2.jpg,1799ca_bd96e41289c14ba78b9002c884565e0b~mv2.png,,,Paintings;Blue;Prints & Posters;Bestsellers,,,,,,,,,,,,,,,,19.95,50%,9.97
Product,9182801,No Rain No Flowers,1799ca_db099b332d7c43b9bff338de4ceec17e~mv2.jpg,1799ca_bd71c08e997f482eb6c1125911b04a94~mv2.jpg,,,Paintings;Featured Artists;Prints & Posters;Boho;Beige,,,,,,,,,,,,,,,,19.95,70%,5.98
Product,9182775,Landscape at Collioure,1799ca_0b0727e41865491e8636e5dcab41cb5b~mv2.jpg,1799ca_baf522ce3699491c9e3654718ac6b12e~mv2.jpg,,,Bestsellers;New Designs;H. Matisse Collection;Prints & Posters,,,,,,,,,,,,,,,,19.95,75%,4.98
Product,9182847,Irises by Van Gogh,1799ca_95ed7f0749f44f3a8523bac997c13149~mv2.jpg,1799ca_b6dbc3a9ab154671b749c306f318e25e~mv2.jpg,,,Famous Painters;,,,,,Vincent van Gogh,,Orange,,,,,,,,,19.95,75%,4.98
Product,9182903,Woman Under Willows,1799ca_ff484f2d582642aead830cdab49c5e1c~mv2.jpg,1799ca_b6642306037a4b84a91054184f340166~mv2.jpg,,,Paintings;Famous Painters;Green;Prints & Posters;Claude Monet,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182859,Baby (Cradle),1799ca_bcd6f25af0e74480a96014bea4fa3a60~mv2.jpg,1799ca_b4327d349c54457599b1cec61238eda0~mv2.jpg,,,Prints & Posters;Paintings;Famous Painters;Gustav Klimt,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182943,Blue,1799ca_d87b34f9a4884874832dd25c116c17e4~mv2.jpg,1799ca_b370e40cc82c4462b3ef997ca9592144~mv2.jpg,,,Paintings;Famous Painters;Yellow;Hilma Af Klint;Illustrations;Prints & Posters;Abstract,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,3849203,Feed your soul,1799ca_da1948bb44a2484b8bd7e5fc597f4a43~mv2.jpg,1799ca_b29b2188636749d4957e471ae9cc24c6~mv2.jpg,,,Prints & Posters;Aura,,,,,,,,,,,,,,,,19.95,55%,8.97
Product,9182829,Bildnis Eines Asiaten,1799ca_f57e80cf20ed452e971bb9d0d80e4c13~mv2.jpg,1799ca_b00a64608ed040aa89414dbb9e5fc273~mv2.jpg,,,Paul Klee;Paintings;Famous Painters;Blue;Prints & Posters,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182923,Rocks Abstract,1799ca_edae9e71843d49b28826dfc3d9a484a3~mv2.jpg,1799ca_af6e625abd0042018bcab809a3564907~mv2.jpg,,,Paintings;Black and White;Illustrations;Prints & Posters;Boho;Abstract;Top 18,,,,,,,,,,,,,,,,19.95,60%,7.98
Product,9182749,Chanel Yacht Club,1799ca_c1d45068b8814bbe9365a1ae777d4e5e~mv2.jpg,1799ca_af5bde503f334869ab850ac8d8eb838b~mv2.jpg,,,New Designs;Vacay Mood;Photography,,,,,,,,,,,,,,,,19.95,70%,5.98
Product,9182893,Two Flowers I,1799ca_edeacce82a314661a5c9c03dc9ffabd3~mv2.jpg,1799ca_ae37d3b19c084340ba3e47c747b2c784~mv2.jpg,,,Line Art,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182888,Line Art No. 3,1799ca_e8dba10c12074b33846f0e60084c7c01~mv2.jpg,1799ca_adc3a64970b444ad820fb8417983c7c2~mv2.jpg,,,Line Art,,,,,,,,,,,,,,,,19.95,50%,9.97
Product,9182933,The Beach Falaise D'amont,1799ca_bc6ba79ea87049ddb390745f0985e812~mv2.jpg,1799ca_acee96ed1e7d4c6e8b83276aa51b5f43~mv2.png,,,Prints & Posters;Paintings;Famous Painters;Claude Monet,,,,,,,,,,,,,,,,19.95,50%,9.97
Product,2938476,Love is Enough,1799ca_3f434584e08f4465b9bfe257db594837~mv2.jpg,1799ca_acdfa89c531b45708ed5ff4469b029c9~mv2.jpg,,,Famous Painters,,,,,William Morris,,,,,,,,,,,19.95,60%,7.98
Product,9182909,Starry Night,1799ca_cf34ceca7fa24bfc9d1b3190a4ac7ef5~mv2.png,1799ca_abd9ca48e0ae4ac99d726d8dbb0ee522~mv2.png,,,Paintings;Famous Painters;Blue;Green;Prints & Posters;Vincent van Gogh,,,,,,,,,,,,,,,,19.95,50%,9.97
Product,9182913,Four Fruits,1799ca_03f7429cf8c14ca8a51f64a3a864264b~mv2.jpg,1799ca_abac9cbfdabf45c78399e0b39e04b0be~mv2.jpg,,,Famous Painters,,,,,William Morris,,,,,,,,,,,19.95,55%,8.97
Product,9182789,Abstract Lines II,1799ca_6f62be58b9c742ca946daead6a2b1fc2~mv2.jpg,1799ca_a96710fc1a584f42bec0de89d3341c43~mv2.jpg,,,Bestsellers;Prints & Posters;Beige,,,,,,,,,,,,,,,,19.95,80%,3.99
Product,9182916,Pampas Grass,1799ca_f69d9551cf274a939369cf2c331fbc8b~mv2.jpg,1799ca_a925fa492fda4bf1a7c5a5c03cc2eea4~mv2.jpg,,,Bought By Others;Botanical;Photography;Prints & Posters;Boho;Beige;Bestsellers,,,,,,,,,,,,,,,,19.95,80%,3.99
